@relation processindexfeat-weka.filters.unsupervised.attribute.Remove-R3

@attribute AfterNextPOS numeric
@attribute BeforeLastPOS numeric
@attribute LastWordForm numeric
@attribute LastWordPOS numeric
@attribute NextWordForm numeric
@attribute NextWordPOS numeric
@attribute SentenceLength numeric
@attribute WordForm numeric
@attribute WordPOS numeric
@attribute ProcessPercentage numeric

@data
6,6,23,2,257,26,21,21,3,0.571429
6,2,21,3,4235,6,21,257,26,0.52381
20,3,257,26,9044,6,21,4235,6,0.47619
47,26,4235,6,43,20,21,9044,6,0.619048
49,6,9044,6,44373,47,21,43,20,0.952381
6,48,1,1,345,26,19,1860,2,0.157895
21,1,1860,2,2611,6,19,345,26,0.052632
12,2,345,26,4359,21,19,2611,6,0.105263
14,26,2611,6,15430,12,19,4359,21,0.421053
3,6,4359,21,26,14,19,15430,12,0.210526
4,21,15430,12,21,3,19,26,14,0.368421
21,12,26,14,3281,4,19,21,3,0.263158
3,14,21,3,106,21,19,3281,4,0.315789
6,3,3281,4,709,3,19,106,21,1
19,4,106,21,322,6,19,709,3,0.473684
25,21,709,3,40,19,19,322,6,0.894737
26,3,322,6,278,25,19,40,19,0.526316
6,6,40,19,96,26,19,278,25,0.842105
2,19,278,25,4235,6,19,96,26,0.578947
3,25,96,26,7,2,19,4235,6,0.789474
6,26,4235,6,203,3,19,7,2,0.736842
20,6,7,2,3389,6,19,203,3,0.631579
47,2,203,3,43,20,19,3389,6,0.684211
49,3,3389,6,44373,47,19,43,20,0.947368
4,48,1,1,26,14,11,1655,18,0.363636
12,1,1655,18,3281,4,11,26,14,0.272727
17,18,26,14,492,12,11,3281,4,0.090909
18,14,3281,4,2882,17,11,492,12,0.181818
33,4,492,12,10634,18,11,2882,17,1
2,12,2882,17,1715,33,11,10634,18,0.545455
26,17,10634,18,23,2,11,1715,33,0.454545
6,18,1715,33,10712,26,11,23,2,0.818182
20,33,23,2,326,6,11,10712,26,0.636364
47,2,10712,26,43,20,11,326,6,0.727273
49,26,326,6,44373,47,11,43,20,0.909091
26,48,1,1,5636,6,18,9,3,0.166667
6,1,9,3,2452,26,18,5636,6,0.111111
2,3,5636,6,430,6,18,2452,26,0.055556
5,6,2452,26,59,2,18,430,6,1
6,26,430,6,5550,5,18,59,2,0.222222
14,6,59,2,668,6,18,5550,5,0.277778
15,2,5550,5,26,14,18,668,6,0.888889
38,5,668,6,329,15,18,26,14,0.333333
5,6,26,14,410,38,18,329,15,0.388889
2,14,329,15,9329,5,18,410,38,0.833333
3,15,410,38,80,2,18,9329,5,0.444444
38,38,9329,5,1330,3,18,80,2,0.777778
5,5,80,2,410,38,18,1330,3,0.666667
6,2,1330,3,2363,5,18,410,38,0.611111
6,3,410,38,2435,6,18,2363,5,0.5
20,38,2363,5,4728,6,18,2435,6,0.555556
47,5,2435,6,43,20,18,4728,6,0.722222
49,6,4728,6,44373,47,18,43,20,0.944444
17,48,1,1,5636,6,21,9,3,0.047619
11,1,9,3,37,17,21,5636,6,0.142857
2,3,5636,6,2470,11,21,37,17,0.095238
5,6,37,17,12,2,21,2470,11,1
5,17,2470,11,6787,5,21,12,2,0.904762
19,11,12,2,29743,5,21,6787,5,0.190476
25,2,6787,5,40,19,21,29743,5,0.857143
5,5,29743,5,1419,25,21,40,19,0.238095
6,5,40,19,11491,5,21,1419,25,0.380952
11,19,1419,25,249,6,21,11491,5,0.285714
2,25,11491,5,2888,11,21,249,6,0.333333
5,5,249,6,462,2,21,2888,11,0.809524
5,6,2888,11,6787,5,21,462,2,0.761905
19,11,462,2,10664,5,21,6787,5,0.428571
25,2,6787,5,40,19,21,10664,5,0.714286
5,5,10664,5,1419,25,21,40,19,0.47619
6,5,40,19,2349,5,21,1419,25,0.619048
4,19,1419,25,249,6,21,2349,5,0.52381
20,25,2349,5,1620,4,21,249,6,0.571429
47,5,249,6,43,20,21,1620,4,0.666667
49,6,1620,4,44373,47,21,43,20,0.952381
26,48,1,1,1545,37,22,9,3,0.136364
12,1,9,3,5248,26,22,1545,37,0.090909
17,3,1545,37,2360,12,22,5248,26,0.045455
11,37,5248,26,231,17,22,2360,12,0.227273
2,26,2360,12,2551,11,22,231,17,0.181818
5,12,231,17,12,2,22,2551,11,1
5,17,2551,11,3151,5,22,12,2,0.909091
19,11,12,2,29743,5,22,3151,5,0.272727
25,2,3151,5,40,19,22,29743,5,0.863636
5,5,29743,5,1419,25,22,40,19,0.318182
6,5,40,19,11491,5,22,1419,25,0.454545
11,19,1419,25,249,6,22,11491,5,0.363636
2,25,11491,5,2888,11,22,249,6,0.409091
5,5,249,6,462,2,22,2888,11,0.818182
5,6,2888,11,3151,5,22,462,2,0.772727
19,11,462,2,10666,5,22,3151,5,0.5
25,2,3151,5,40,19,22,10666,5,0.727273
5,5,10666,5,1419,25,22,40,19,0.545455
6,5,40,19,2349,5,22,1419,25,0.681818
20,19,1419,25,249,6,22,2349,5,0.590909
47,25,2349,5,43,20,22,249,6,0.636364
49,5,249,6,44373,47,22,43,20,0.954545
6,48,1,1,2434,6,32,9,3,0.0625
2,1,9,3,97,6,32,2434,6,0.03125
26,3,2434,6,146,2,32,97,6,0.28125
4,6,97,6,1834,26,32,146,2,0.1875
12,6,146,2,3281,4,32,1834,26,0.125
17,2,1834,26,2433,12,32,3281,4,0.09375
18,26,3281,4,37,17,32,2433,12,0.15625
26,4,2433,12,3165,18,32,37,17,0.25
2,12,37,17,2939,26,32,3165,18,0.21875
5,17,3165,18,12,2,32,2939,26,1
6,18,2939,26,10669,5,32,12,2,0.375
14,26,12,2,249,6,32,10669,5,0.3125
2,2,10669,5,26,14,32,249,6,0.34375
3,5,249,6,385,2,32,26,14,0.40625
6,6,26,14,21,3,32,385,2,0.65625
2,14,385,2,97,6,32,21,3,0.4375
26,2,21,3,146,2,32,97,6,0.625
12,3,97,6,3267,26,32,146,2,0.53125
17,6,146,2,2433,12,32,3267,26,0.46875
18,2,3267,26,37,17,32,2433,12,0.5
33,26,2433,12,3266,18,32,37,17,0.59375
2,12,37,17,1642,33,32,3266,18,0.5625
5,17,3266,18,12,2,32,1642,33,0.9375
6,18,1642,33,11503,5,32,12,2,0.90625
11,33,12,2,249,6,32,11503,5,0.6875
2,2,11503,5,2888,11,32,249,6,0.875
5,5,249,6,462,2,32,2888,11,0.84375
6,6,2888,11,10671,5,32,462,2,0.8125
4,11,462,2,249,6,32,10671,5,0.71875
20,2,10671,5,1620,4,32,249,6,0.78125
47,5,249,6,43,20,32,1620,4,0.75
49,6,1620,4,44373,47,32,43,20,0.96875
47,48,1,1,10672,22,2,9182,4,0.5
49,1,9182,4,44373,47,2,10672,22,1
38,48,1,1,14,9,15,5999,4,0.4
5,1,5999,4,410,38,15,14,9,0.066667
5,4,14,9,9952,5,15,410,38,0.333333
6,9,410,38,420,5,15,9952,5,0.133333
6,38,9952,5,24262,6,15,420,5,0.2
17,5,420,5,1944,6,15,24262,6,0.266667
6,5,24262,6,13269,17,15,1944,6,0.466667
2,6,1944,6,327,6,15,13269,17,1
3,6,13269,17,23,2,15,327,6,0.533333
26,17,327,6,21,3,15,23,2,0.866667
6,6,23,2,133,26,15,21,3,0.733333
6,2,21,3,4235,6,15,133,26,0.666667
20,3,133,26,195,6,15,4235,6,0.6
47,26,4235,6,43,20,15,195,6,0.8
49,6,195,6,44373,47,15,43,20,0.933333
35,48,1,1,26,14,15,1655,18,0.333333
26,1,1655,18,316,35,15,26,14,0.266667
12,18,26,14,11487,26,15,316,35,0.066667
17,14,316,35,492,12,15,11487,26,0.133333
26,35,11487,26,2882,17,15,492,12,0.2
19,26,492,12,2939,26,15,2882,17,1
18,12,2882,17,40,19,15,2939,26,0.866667
26,17,2939,26,149,18,15,40,19,0.8
2,26,40,19,499,26,15,149,18,0.533333
5,19,149,18,149,2,15,499,26,0.466667
6,18,499,26,9700,5,15,149,2,0.4
33,26,149,2,668,6,15,9700,5,0.6
20,2,9700,5,1715,33,15,668,6,0.666667
47,5,668,6,43,20,15,1715,33,0.733333
49,6,1715,33,44373,47,15,43,20,0.933333
37,48,1,1,54,24,36,2,2,0.333333
6,1,2,2,1545,37,36,54,24,0.055556
2,2,54,24,41939,6,36,1545,37,0.027778
6,24,1545,37,7,2,36,41939,6,0.166667
12,37,41939,6,959,6,36,7,2,0.138889
14,6,7,2,10552,12,36,959,6,0.083333
4,2,959,6,26,14,36,10552,12,0.111111
9,6,10552,12,4214,4,36,26,14,0.305556
22,12,26,14,14,9,36,4214,4,0.25
4,14,4214,4,120,22,36,14,9,0.194444
17,4,14,9,3229,4,36,120,22,0.222222
2,9,120,22,4383,17,36,3229,4,0.277778
26,22,3229,4,169,2,36,4383,17,1
12,4,4383,17,11487,26,36,169,2,0.416667
17,17,169,2,492,12,36,11487,26,0.361111
3,2,11487,26,7779,17,36,492,12,0.388889
26,26,492,12,94,3,36,7779,17,0.944444
6,12,7779,17,2499,26,36,94,3,0.472222
2,17,94,3,2482,6,36,2499,26,0.444444
5,3,2499,26,7,2,36,2482,6,0.638889
6,26,2482,6,5012,5,36,7,2,0.555556
2,6,7,2,249,6,36,5012,5,0.5
4,2,5012,5,23,2,36,249,6,0.527778
2,5,249,6,2293,4,36,23,2,0.611111
6,6,23,2,385,2,36,2293,4,0.583333
12,2,2293,4,10673,6,36,385,2,0.722222
17,4,385,2,492,12,36,10673,6,0.666667
3,2,10673,6,2910,17,36,492,12,0.694444
26,6,492,12,94,3,36,2910,17,0.916667
6,12,2910,17,5961,26,36,94,3,0.777778
2,17,94,3,2482,6,36,5961,26,0.75
5,3,5961,26,7,2,36,2482,6,0.888889
6,26,2482,6,2812,5,36,7,2,0.861111
20,6,7,2,249,6,36,2812,5,0.805556
47,2,2812,5,43,20,36,249,6,0.833333
49,5,249,6,44373,47,36,43,20,0.972222
17,48,1,1,14,9,19,4214,4,0.105263
3,1,4214,4,51,17,19,14,9,0.052632
12,4,14,9,292,3,19,51,17,1
13,9,51,17,2485,12,19,292,3,0.157895
2,17,292,3,10314,13,19,2485,12,0.210526
3,3,2485,12,462,2,19,10314,13,0.894737
5,12,10314,13,94,3,19,462,2,0.842105
6,13,462,2,6342,5,19,94,3,0.421053
26,2,94,3,249,6,19,6342,5,0.263158
6,3,6342,5,2499,26,19,249,6,0.368421
2,5,249,6,2482,6,19,2499,26,0.315789
26,6,2499,26,80,2,19,2482,6,0.789474
4,26,2482,6,3304,26,19,80,2,0.736842
12,6,80,2,3281,4,19,3304,26,0.526316
15,2,3304,26,2360,12,19,3281,4,0.473684
12,26,3281,4,73,15,19,2360,12,0.684211
20,4,2360,12,492,12,19,73,15,0.578947
47,12,73,15,43,20,19,492,12,0.631579
49,15,492,12,44373,47,19,43,20,0.947368
21,48,1,1,2482,6,9,11347,26,0.111111
6,1,11347,26,5191,21,9,2482,6,0.222222
12,26,2482,6,536,6,9,5191,21,1
15,6,5191,21,164,12,9,536,6,0.333333
6,21,536,6,73,15,9,164,12,0.777778
6,6,164,12,2296,6,9,73,15,0.444444
20,12,73,15,3971,6,9,2296,6,0.555556
47,15,2296,6,43,20,9,3971,6,0.666667
49,6,3971,6,44373,47,9,43,20,0.888889
6,48,1,1,21,3,31,444,2,0.258065
19,1,444,2,67,6,31,21,3,0.032258
6,2,21,3,40,19,31,67,6,0.129032
14,3,67,6,105,6,31,40,19,0.096774
4,6,40,19,26,14,31,105,6,0.064516
9,19,105,6,4214,4,31,26,14,0.225806
17,6,26,14,14,9,31,4214,4,0.193548
26,14,4214,4,51,17,31,14,9,0.16129
12,4,14,9,2499,26,31,51,17,1
17,9,51,17,2485,12,31,2499,26,0.290323
11,17,2499,26,231,17,31,2485,12,0.354839
2,26,2485,12,6381,11,31,231,17,0.322581
3,12,231,17,34,2,31,6381,11,0.935484
5,17,6381,11,21,3,31,34,2,0.612903
6,11,34,2,14140,5,31,21,3,0.419355
2,2,21,3,249,6,31,14140,5,0.387097
26,3,14140,5,7,2,31,249,6,0.580645
4,5,249,6,3304,26,31,7,2,0.548387
12,6,7,2,3281,4,31,3304,26,0.483871
14,2,3304,26,1588,12,31,3281,4,0.451613
18,26,3281,4,26,14,31,1588,12,0.516129
11,4,1588,12,310,18,31,26,14,0.645161
2,12,26,14,773,11,31,310,18,0.677419
5,14,310,18,34,2,31,773,11,0.903226
6,18,773,11,102,5,31,34,2,0.870968
2,11,34,2,249,6,31,102,5,0.709677
26,2,102,5,80,2,31,249,6,0.83871
12,5,249,6,11487,26,31,80,2,0.806452
20,6,80,2,492,12,31,11487,26,0.741935
47,2,11487,26,43,20,31,492,12,0.774194
49,26,492,12,44373,47,31,43,20,0.967742
17,48,1,1,492,12,7,34368,6,0.142857
3,1,34368,6,21449,17,7,492,12,0.285714
6,6,492,12,21,3,7,21449,17,1
18,12,21449,17,555,6,7,21,3,0.428571
20,17,21,3,589,18,7,555,6,0.571429
47,3,555,6,43,20,7,589,18,0.714286
49,6,589,18,44373,47,7,43,20,0.857143
3,48,1,1,2168,18,36,8,7,0.666667
5,1,8,7,21,3,36,2168,18,0.111111
6,7,2168,18,13655,5,36,21,3,0.083333
6,18,21,3,249,6,36,13655,5,0.027778
2,3,13655,5,2482,6,36,249,6,0.055556
3,5,249,6,92,2,36,2482,6,0.361111
26,6,2482,6,21,3,36,92,2,0.277778
26,6,92,2,24190,26,36,21,3,0.222222
4,2,21,3,1834,26,36,24190,26,0.194444
6,3,24190,26,3281,4,36,1834,26,0.166667
21,26,1834,26,3282,6,36,3281,4,0.138889
18,26,3281,4,106,21,36,3282,6,0.25
11,4,3282,6,2008,18,36,106,21,0.333333
3,6,106,21,0,11,36,2008,18,0.305556
5,21,2008,18,21,3,36,0,11,0.638889
6,18,0,11,19300,5,36,21,3,0.444444
6,11,21,3,249,6,36,19300,5,0.388889
2,3,19300,5,2482,6,36,249,6,0.416667
6,5,249,6,92,2,36,2482,6,0.555556
12,6,2482,6,10673,6,36,92,2,0.527778
14,6,92,2,492,12,36,10673,6,0.472222
8,2,10673,6,26,14,36,492,12,0.5
17,6,492,12,11,8,36,26,14,0.611111
4,12,26,14,221,17,36,11,8,0.583333
9,14,11,8,4214,4,36,221,17,1
6,8,221,17,14,9,36,4214,4,0.777778
4,17,4214,4,4334,6,36,14,9,0.694444
4,4,14,9,1187,4,36,4334,6,0.75
2,9,4334,6,0,4,36,1187,4,0.722222
6,6,1187,4,23,2,36,0,4,0.805556
9,4,0,4,1707,6,36,23,2,0.944444
6,4,23,2,14,9,36,1707,6,0.888889
6,2,1707,6,195,6,36,14,9,0.833333
20,6,14,9,182,6,36,195,6,0.861111
47,9,195,6,43,20,36,182,6,0.916667
49,6,182,6,44373,47,36,43,20,0.972222
6,48,1,1,11045,26,16,8,7,0.875
2,1,8,7,1122,6,16,11045,26,0.0625
12,7,11045,26,169,2,16,1122,6,0.8125
2,26,1122,6,9104,12,16,169,2,0.4375
6,6,169,2,80,2,16,9104,12,0.375
13,2,9104,12,10673,6,16,80,2,0.1875
11,12,80,2,321,13,16,10673,6,0.125
11,2,10673,6,108,11,16,321,13,0.3125
28,6,321,13,4383,11,16,108,11,0.25
14,13,108,11,7470,28,16,4383,11,0.5625
8,11,4383,11,26,14,16,7470,28,0.5
23,11,7470,28,11,8,16,26,14,0.75
17,28,26,14,77,23,16,11,8,0.6875
20,14,11,8,51,17,16,77,23,0.625
47,8,77,23,43,20,16,51,17,1
49,23,51,17,44373,47,16,43,20,0.9375
17,48,1,1,14,9,20,4214,4,0.1
3,1,4214,4,51,17,20,14,9,0.05
26,4,14,9,21,3,20,51,17,1
6,9,51,17,1709,26,20,21,3,0.3
6,17,21,3,2884,6,20,1709,26,0.25
6,3,1709,26,5014,6,20,2884,6,0.2
2,26,2884,6,2436,6,20,5014,6,0.15
5,6,5014,6,7,2,20,2436,6,0.6
6,6,2436,6,4055,5,20,7,2,0.55
26,6,7,2,9332,6,20,4055,5,0.45
12,2,4055,5,2878,26,20,9332,6,0.4
17,5,9332,6,435,12,20,2878,26,0.35
2,6,2878,26,2895,17,20,435,12,0.5
5,26,435,12,34,2,20,2895,17,0.9
6,12,2895,17,2896,5,20,34,2,0.75
2,17,34,2,249,6,20,2896,5,0.65
4,2,2896,5,23,2,20,249,6,0.7
20,5,249,6,2293,4,20,23,2,0.85
47,6,23,2,43,20,20,2293,4,0.8
49,2,2293,4,44373,47,20,43,20,0.95
47,48,1,1,10672,22,2,10688,4,0.5
49,1,10688,4,44373,47,2,10672,22,1
17,48,1,1,467,12,13,5596,6,0.076923
18,1,5596,6,2882,17,13,467,12,0.153846
33,6,467,12,3266,18,13,2882,17,1
15,12,2882,17,1715,33,13,3266,18,0.230769
17,17,3266,18,838,15,13,1715,33,0.307692
12,18,1715,33,21449,17,13,838,15,0.384615
2,33,838,15,3011,12,13,21449,17,0.846154
3,15,21449,17,23,2,13,3011,12,0.769231
4,17,3011,12,21,3,13,23,2,0.692308
6,12,23,2,3281,4,13,21,3,0.538462
20,2,21,3,195,6,13,3281,4,0.461538
47,3,3281,4,43,20,13,195,6,0.615385
49,4,195,6,44373,47,13,43,20,0.923077
9,48,1,1,2469,4,31,10690,4,0.032258
5,1,10690,4,14,9,31,2469,4,0.16129
6,4,2469,4,2307,5,31,14,9,0.064516
6,4,14,9,249,6,31,2307,5,0.096774
2,9,2307,5,278,6,31,249,6,0.129032
4,5,249,6,80,2,31,278,6,0.290323
6,6,278,6,3920,4,31,80,2,0.258065
17,6,80,2,2455,6,31,3920,4,0.193548
2,2,3920,4,3044,17,31,2455,6,0.225806
5,4,2455,6,12,2,31,3044,17,1
5,6,3044,17,5587,5,31,12,2,0.387097
14,17,12,2,2404,5,31,5587,5,0.322581
18,2,5587,5,26,14,31,2404,5,0.354839
5,5,2404,5,446,18,31,26,14,0.419355
14,5,26,14,10730,5,31,446,18,0.483871
15,14,446,18,26,14,31,10730,5,0.451613
24,18,10730,5,73,15,31,26,14,0.516129
5,5,26,14,54,24,31,73,15,0.548387
5,14,73,15,2307,5,31,54,24,0.677419
6,15,54,24,899,5,31,2307,5,0.580645
6,24,2307,5,249,6,31,899,5,0.612903
2,5,899,5,278,6,31,249,6,0.645161
5,5,249,6,12,2,31,278,6,0.935484
5,6,278,6,3151,5,31,12,2,0.903226
14,6,12,2,29743,5,31,3151,5,0.709677
18,2,3151,5,26,14,31,29743,5,0.870968
18,5,29743,5,180,18,31,26,14,0.741935
5,5,26,14,446,18,31,180,18,0.83871
20,14,180,18,10730,5,31,446,18,0.806452
47,18,446,18,43,20,31,10730,5,0.774194
49,18,10730,5,44373,47,31,43,20,0.967742
4,48,1,1,10690,4,16,9,3,0.3125
5,1,9,3,2469,4,16,10690,4,0.25
6,3,10690,4,2307,5,16,2469,4,0.1875
12,4,2469,4,249,6,16,2307,5,0.0625
17,4,2307,5,467,12,16,249,6,0.125
28,5,249,6,231,17,16,467,12,0.4375
5,6,467,12,20020,28,16,231,17,0.375
6,12,231,17,41120,5,16,20020,28,1
19,17,20020,28,249,6,16,41120,5,0.5
3,28,41120,5,40,19,16,249,6,0.5625
26,5,249,6,94,3,16,40,19,0.875
6,6,40,19,10693,26,16,94,3,0.75
6,19,94,3,1709,6,16,10693,26,0.6875
20,3,10693,26,1963,6,16,1709,6,0.625
47,26,1709,6,43,20,16,1963,6,0.8125
49,6,1963,6,44373,47,16,43,20,0.9375
26,48,1,1,37,17,13,17690,6,0.153846
2,1,17690,6,633,26,13,37,17,0.076923
26,6,37,17,23,2,13,633,26,1
12,17,633,26,8791,26,13,23,2,0.384615
14,26,23,2,85,12,13,8791,26,0.230769
2,2,8791,26,26,14,13,85,12,0.307692
3,26,85,12,462,2,13,26,14,0.461538
26,12,26,14,709,3,13,462,2,0.846154
12,14,462,2,96,26,13,709,3,0.615385
11,2,709,3,1588,12,13,96,26,0.538462
20,3,96,26,2470,11,13,1588,12,0.769231
47,26,1588,12,43,20,13,2470,11,0.692308
49,12,2470,11,44373,47,13,43,20,0.923077
47,48,1,1,10672,22,2,10652,4,0.5
49,1,10652,4,44373,47,2,10672,22,1
17,48,1,1,492,12,21,10652,26,0.047619
18,1,10652,26,231,17,21,492,12,0.190476
26,26,492,12,619,18,21,231,17,0.142857
19,12,231,17,2939,26,21,619,18,0.095238
18,17,619,18,40,19,21,2939,26,1
5,18,2939,26,446,18,21,40,19,0.380952
6,26,40,19,9700,5,21,446,18,0.333333
2,19,446,18,668,6,21,9700,5,0.238095
26,18,9700,5,23,2,21,668,6,0.285714
14,5,668,6,633,26,21,23,2,0.904762
26,6,23,2,26,14,21,633,26,0.809524
6,2,633,26,5953,26,21,26,14,0.761905
18,26,26,14,326,6,21,5953,26,0.428571
19,14,5953,26,4772,18,21,326,6,0.857143
6,26,326,6,40,19,21,4772,18,0.47619
9,6,4772,18,6112,6,21,40,19,0.714286
6,18,40,19,14,9,21,6112,6,0.619048
6,19,6112,6,3922,6,21,14,9,0.52381
20,6,14,9,182,6,21,3922,6,0.571429
47,9,3922,6,43,20,21,182,6,0.666667
49,6,182,6,44373,47,21,43,20,0.952381
5,48,1,1,410,38,31,103,3,0.129032
5,1,103,3,19737,5,31,410,38,0.096774
6,3,410,38,420,5,31,19737,5,0.032258
2,38,19737,5,278,6,31,420,5,0.064516
6,5,420,5,7,2,31,278,6,0.612903
6,5,278,6,3121,6,31,7,2,0.290323
6,6,7,2,8503,6,31,3121,6,0.225806
12,2,3121,6,2811,6,31,8503,6,0.193548
2,6,8503,6,492,12,31,2811,6,0.16129
3,6,2811,6,92,2,31,492,12,0.258065
4,6,492,12,21,3,31,92,2,0.516129
4,12,92,2,1384,4,31,21,3,0.451613
22,2,21,3,5702,4,31,1384,4,0.419355
4,3,1384,4,19735,22,31,5702,4,0.387097
4,4,5702,4,19736,4,31,19735,22,0.354839
17,4,19735,22,3404,4,31,19736,4,0.322581
18,22,19736,4,37,17,31,3404,4,0.483871
11,4,3404,4,3078,18,31,37,17,0.580645
2,4,37,17,5445,11,31,3078,18,0.548387
28,17,3078,18,245,2,31,5445,11,1
18,18,5445,11,1543,28,31,245,2,0.935484
11,11,245,2,5584,18,31,1543,28,0.677419
2,2,1543,28,2470,11,31,5584,18,0.645161
3,28,5584,18,34,2,31,2470,11,0.903226
4,18,2470,11,94,3,31,34,2,0.870968
4,11,34,2,2929,4,31,94,3,0.806452
4,2,94,3,4397,4,31,2929,4,0.774194
6,3,2929,4,1474,4,31,4397,4,0.741935
20,4,4397,4,555,6,31,1474,4,0.709677
47,4,1474,4,43,20,31,555,6,0.83871
49,4,555,6,44373,47,31,43,20,0.967742
2,48,1,1,2954,6,36,751,3,0.027778
3,1,751,3,80,2,36,2954,6,0.166667
6,3,2954,6,21,3,36,80,2,0.138889
6,6,80,2,760,6,36,21,3,0.083333
17,2,21,3,8501,6,36,760,6,0.055556
19,3,760,6,2720,17,36,8501,6,0.111111
25,6,8501,6,40,19,36,2720,17,1
2,6,2720,17,276,25,36,40,19,0.194444
3,17,40,19,146,2,36,276,25,0.388889
6,19,276,25,21,3,36,146,2,0.361111
2,25,146,2,1250,6,36,21,3,0.222222
3,2,21,3,80,2,36,1250,6,0.333333
6,3,1250,6,21,3,36,80,2,0.305556
14,6,80,2,3886,6,36,21,3,0.25
15,2,21,3,26,14,36,3886,6,0.277778
6,3,3886,6,838,15,36,26,14,0.416667
12,6,26,14,195,6,36,838,15,0.444444
17,14,838,15,421,12,36,195,6,0.472222
2,15,195,6,10377,17,36,421,12,0.5
3,6,421,12,169,2,36,10377,17,0.944444
6,12,10377,17,94,3,36,169,2,0.888889
2,17,169,2,1269,6,36,94,3,0.527778
12,2,94,3,7,2,36,1269,6,0.861111
14,3,1269,6,2961,12,36,7,2,0.583333
28,6,7,2,26,14,36,2961,12,0.555556
3,2,2961,12,498,28,36,26,14,0.611111
6,12,26,14,94,3,36,498,28,0.777778
2,14,498,28,9193,6,36,94,3,0.638889
6,28,94,3,7,2,36,9193,6,0.75
6,3,9193,6,190,6,36,7,2,0.722222
14,6,7,2,2296,6,36,190,6,0.666667
17,2,190,6,26,14,36,2296,6,0.694444
26,6,2296,6,231,17,36,26,14,0.805556
20,6,26,14,433,26,36,231,17,0.833333
47,14,231,17,43,20,36,433,26,0.916667
49,17,433,26,44373,47,36,43,20,0.972222
27,48,1,1,278,6,24,9,3,0.041667
25,1,9,3,712,27,24,278,6,0.166667
11,3,278,6,99,25,24,712,27,0.125
14,6,712,27,37466,11,24,99,25,0.083333
18,27,99,25,26,14,24,37466,11,1
2,25,37466,11,7452,18,24,26,14,0.208333
3,11,26,14,23,2,24,7452,18,0.25
11,14,7452,18,94,3,24,23,2,0.416667
6,18,23,2,8201,11,24,94,3,0.333333
14,2,94,3,3122,6,24,8201,11,0.291667
18,3,8201,11,26,14,24,3122,6,0.375
18,11,3122,6,149,18,24,26,14,0.458333
2,6,26,14,288,18,24,149,18,0.5
26,14,149,18,149,2,24,288,18,0.666667
6,18,288,18,289,26,24,149,2,0.625
14,18,149,2,1203,6,24,289,26,0.541667
28,2,289,26,26,14,24,1203,6,0.583333
19,26,1203,6,250,28,24,26,14,0.708333
3,6,26,14,40,19,24,250,28,0.916667
6,14,250,28,21,3,24,40,19,0.875
6,28,40,19,760,6,24,21,3,0.791667
20,19,21,3,8501,6,24,760,6,0.75
47,3,760,6,43,20,24,8501,6,0.833333
49,6,8501,6,44373,47,24,43,20,0.958333
5,48,1,1,410,38,46,103,3,0.086957
5,1,103,3,0,5,46,410,38,0.065217
6,3,410,38,420,5,46,0,5,0.021739
2,38,0,5,1944,6,46,420,5,0.043478
4,5,420,5,7,2,46,1944,6,0.369565
4,5,1944,6,5519,4,46,7,2,0.347826
4,6,7,2,5520,4,46,5519,4,0.326087
4,2,5519,4,5688,4,46,5520,4,0.173913
4,4,5520,4,19747,4,46,5688,4,0.152174
14,4,5688,4,3177,4,46,19747,4,0.130435
4,4,19747,4,26,14,46,3177,4,0.108696
14,4,3177,4,1476,4,46,26,14,0.195652
6,4,26,14,26,14,46,1476,4,0.217391
6,14,1476,4,4176,6,46,26,14,0.23913
12,4,26,14,19749,6,46,4176,6,0.282609
17,14,4176,6,492,12,46,19749,6,0.26087
39,6,19749,6,1032,17,46,492,12,0.304348
19,6,492,12,768,39,46,1032,17,1
3,12,1032,17,40,19,46,768,39,0.391304
26,17,768,39,94,3,46,40,19,0.478261
6,39,40,19,4598,26,46,94,3,0.434783
15,19,94,3,2697,6,46,4598,26,0.413043
27,3,4598,26,73,15,46,2697,6,0.456522
25,26,2697,6,381,27,46,73,15,0.5
11,6,73,15,99,25,46,381,27,0.543478
2,15,381,27,0,11,46,99,25,0.521739
33,27,99,25,12,2,46,0,11,0.652174
12,25,0,11,1642,33,46,12,2,0.608696
6,11,12,2,2301,12,46,1642,33,0.565217
14,2,1642,33,275,6,46,2301,12,0.586957
28,33,2301,12,26,14,46,275,6,0.630435
19,12,275,6,250,28,46,26,14,0.673913
3,6,26,14,40,19,46,250,28,0.956522
6,14,250,28,3,3,46,40,19,0.934783
2,28,40,19,2954,6,46,3,3,0.695652
6,19,3,3,462,2,46,2954,6,0.913043
6,3,2954,6,760,6,46,462,2,0.891304
4,6,462,2,8501,6,46,760,6,0.76087
4,2,760,6,10322,4,46,8501,6,0.73913
15,6,8501,6,10323,4,46,10322,4,0.717391
4,6,10322,4,28,15,46,10323,4,0.869565
22,4,10323,4,10324,4,46,28,15,0.782609
4,4,28,15,123,22,46,10324,4,0.826087
20,15,10324,4,4655,4,46,123,22,0.804348
47,4,123,22,43,20,46,4655,4,0.847826
49,22,4655,4,44373,47,46,43,20,0.978261
4,48,1,1,5519,4,18,9,3,0.166667
12,1,9,3,5520,4,18,5519,4,0.111111
17,3,5519,4,492,12,18,5520,4,0.055556
18,4,5520,4,231,17,18,492,12,0.333333
11,4,492,12,5584,18,18,231,17,0.277778
